Name,page,Category,Paper 1,paper_1_link,Paper 2,paper_2_link
"Kashyap, Ridhi",https://www.nuffield.ox.ac.uk/people/profiles/ridhi-kashyap/,"Mathematical, statistical, digital demography, population projection",An agent-based model of sex ratio at birth distortions,https://link.springer.com/chapter/10.1007/978-3-319-32283-4_12,Using Facebook ad data to track the global digital gender gap,https://www.sciencedirect.com/science/article/pii/S0305750X18300883
"Keenan, Katy",https://risweb.st-andrews.ac.uk/portal/en/persons/katherine-lisa-keenan(7a4ed260-13ab-4886-a743-582db2b12f89).html,"Mortality, health, aging, biodemography","Social Factors Influencing Russian Male Alcohol Use over the Life Course: A Qualitative Study Investigating Age Based Social Norms, Masculinity, and Workplace Context",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0142993,Longitudinal Prediction of Divorce in Russia: The Role of Individual and Couple Drinking Patterns,https://academic.oup.com/alcalc/article/48/6/737/443244
"Kibele, Eva",https://www.researchgate.net/scientific-contributions/Eva-U-B-Kibele-2006900202,"Mortality, health, aging, biodemography","Individual-and area-level effects on mortality risk in Germany, both East and West, among male Germans aged 65+",10.1007/s00038-013-0480-3,Low migrant mortality in Germany for men aged 65 and older: fact or artifact?,10.1007/s10654-008-9247-1
"Kishor, Sunita",https://www.icf.com/company/about/our-people/k/kishor-sunita,"Family, social demography",Reproductive health and domestic violence: Are the poorest women uniquely disadvantaged?,https://doi.org/10.1353/dem.2006.0014,Married Women's Risk of STIs in Developing Countries: The Role of Intimate Partner Violence and Partner's Infection Status,https://doi.org/10.1177/1077801212455358
"Kitagawa, Evelyn M.",https://en.wikipedia.org/wiki/Evelyn_M._Kitagawa,"Mathematical, statistical, digital demography, population projection",Components of a difference between two rates,https://www.jstor.org/stable/2281213?seq=1#metadata_info_tab_contents,Standardized comparisons in population research,https://www.jstor.org/stable/2060055?seq=1#metadata_info_tab_contents
"Kostaki, Anastasia",http://www2.stat-athens.aueb.gr/~akostaki/,"Mathematical, statistical, digital demography, population projection",A nine‐parameter version of the Heligman‐Pollard formula,https://doi.org/10.1080/08898489209525346,Expanding an abridged life table,https://www.jstor.org/stable/26348031
"Kraly, Ellen",https://www.colgate.edu/about/directory/ekraly,"Migration, environment, economic demography",Estimates Of Long-Term Immigration To The United-States - Moving United-States Statistics Toward United-Nations Concepts,https://doi.org/10.2307/2061855,Efforts To Improve International Migration Statistics - A Historical Perspective,https://doi.org/10.2307/2546500
"Kraus, Elisabeth",https://www.bib.bund.de/DE/Institut/Mitarbeiter/Kraus/Kraus.html,"Migration, environment, economic demography",Family formation trajectories across borders: A sequence analysis approach to Senegalese migrants in Europe,https://doi.org/10.1016/j.alcr.2019.100290,African transnational families. Cross_country and gendered comparisons,https://onlinelibrary.wiley.com/doi/full/10.1002/psp.2162
"Kuang, Bernice",,Fertility,"Global Trends in Family Planning Programs, 1999-2014",https://www.jstor.org/stable/10.1363/42e0316,Defining Motivational Intensity of Need for Family Planning in Africa,https://www.ajol.info/index.php/ajrh/article/view/109200
"Kukutai, Tahu",https://www.waikato.ac.nz/nidea/people/tahuk,"Family, social demography",In search of ethnic New Zealanders: National naming in the 2006 census,https://www.msd.govt.nz/documents/about-msd-and-our-work/publications-resources/journals-and-magazines/social-policy-journal/spj36/social-policy-journal-36.pdf#page=51,"White Mothers, Brown Children: Ethnic Identification of Maori‐European Children in New Zealand",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2007.00438.x
"Kusunoki, Yasamin",https://www.psc.isr.umich.edu/people/profile/777/Yasamin_Kusunoki,Fertility,The Dynamics of Intimate Relationships and Contraceptive Use During Early Emerging Adulthood,https://pubmed.ncbi.nlm.nih.gov/32901407/,Black-White Differences in Sex and Contraceptive Use Among Young Women,https://link.springer.com/article/10.1007/s13524-016-0507-5
"Lagos, Danya",https://danyalagos.com/,"Family, social demography",Hearing Gender: Voice-Based Gender Classification Processes and Transgender Health Inequality,https://journals.sagepub.com/doi/abs/10.1177/0003122419872504,Looking at population health beyond “male” and “female”: Implications of transgender identity and gender nonconformity for population health,https://link.springer.com/content/pdf/10.1007/s13524-018-0714-3.pdf
"Lee, Hedwig",https://soc.washington.edu/people/hedwig-hedy-lee,"Family, social demography",A Heavy Burden? The Health Consequences of Having a Family Member Incarcerated,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3953802/,Racial inequalities in connectedness to imprisoned individuals in the United States,https://www.cambridge.org/core/journals/du-bois-review-social-science-research-on-race/article/racial-inequalities-in-connectedness-to-imprisoned-individuals-in-the-united-states/D015904ED108B3B0A18454450104845A
"Lego, Vanessa Di",https://www.oeaw.ac.at/vid/people/staff/vanessa-di-lego/,"Mortality, health, aging, biodemography",Gender differences in healthy and unhealthy life years,"https://link.springer.com/chapter/10.1007/978-3-030-37668-0_11#:~:text=Not%20surprisingly%2C%20women%20expect%20to,from%20ages%2065%20and%20over.",Mortality selection among adults in Brazil: The survival advantage of Air Force officers,https://www.demographic-research.org/volumes/vol37/41/default.htm
"Leone, Tiziana",http://www.lse.ac.uk/international-development/people/tiziana-leone,"Mortality, health, aging, biodemography",Diabetes and depression comorbidity and socio-economic status in low and middle income countries (LMICs): a mapping of the evidence,LMICs: a mapping of the evidence]https://globalizationandhealth.biomedcentral.com/articles/10.1186/1744-8603-8-39,Impact and determinants of sex preference in Nepal,https://www.jstor.org/stable/3181060?seq=1#metadata_info_tab_contents
"Lin, I-Fen",https://www.bgsu.edu/arts-and-sciences/sociology/people/i-fen-lin.html,"Family, social demography",Antecedents of Gray Divorce: A Life Course Perspective,https://academic.oup.com/psychsocgerontology/article/73/6/1022/2698907,A National Portrait of Stepfamilies in Later Life,https://academic.oup.com/psychsocgerontology/article/73/6/1043/4668531
"Lindberg, Laura",www.guttmacher.org,Fertility,Completeness of abortion reporting in three national surveys in the United States.,https://doi.org/10.1007/s13524-020-00886-4,"Pregnancy intentions, maternal behaviors, and infant health: investigating relationships with new measures and propensity score analysis",https://doi.org/10.1007/s1352
"Liu, Chia",https://risweb.st-andrews.ac.uk/portal/en/persons/chia-liu(674f9c0c-60a2-405c-849c-6c321e03e2ee).html,"Family, social demography",Female-Headed Households and Living Conditions in Latin America,https://www.sciencedirect.com/science/article/abs/pii/S0305750X15310093,The living arrangements of Moroccans in Spain: Generation and time,https://www.jstor.org/stable/26727026?seq=1#metadata_info_tab_contents
"Liu, Li",https://www.jhsph.edu/faculty/directory/profile/2243/li-liu,"Mortality, health, aging, biodemography","Global, regional, and national causes of child mortality: an updated systematic analysis for 2010 with time trends since 2000",https://doi.org/10.1016/S0140-67361260560-1,"Global, regional, and national causes of under-5 mortality in 2000-15: an updated systematic analysis with implications for the Sustainable Development Goals",https://doi.org/10.1016/S0140-67361631593-8
"Liu, Mao-Mei",https://www.site.demog.berkeley.edu/liu-profile-page,"Migration, environment, economic demography",Migrant networks and international migration: Testing weak ties,https://link.springer.com/content/pdf/10.1007/s13524-013-0213-5.pdf,Prospects for the comparative study of international migration using quasi-longitudinal micro-data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5739584/
"Loi, Silvia",https://www.demogr.mpg.de/en/about_us_6113/staff_directory_1899/silvia_loi_2870,"Mortality, health, aging, biodemography",Migrant health convergence and the role of material deprivation,https://www.demographic-research.org/volumes/vol40/32/,"Migration, health and mortality in Italy: an unfinished story",https://www.iris.unina.it/handle/11588/714542
"Lopus, Sara",https://socialsciences.calpoly.edu/faculty/sara-lopus,"Family, social demography",Relatives in Residence: Relatedness of Household Members Drives Schooling Differentials in Mozambique,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12393,Visualizing Africa’s Educational Gender Gap,https://journals.sagepub.com/doi/full/10.1177/2378023118795956
"Lu, Yao",http://www.columbia.edu/~yl2479/,"Migration, environment, economic demography",Test of the ‘healthy migrant hypothesis’: a longitudinal analysis of health selectivity of internal migration in Indonesia,https://www.sciencedirect.com/science/article/abs/pii/S0277953608003225,Education of children left behind in rural China,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2011.00951.x
"Lummaa, Virpi",https://www.utu.fi/en/people/virpi-lummaa,"Mortality, health, aging, biodemography",Evolution of sex differences in lifespan and aging: causes and constraints,https://onlinelibrary.wiley.com/doi/abs/10.1002/bies.201300021,Sons reduced maternal longevity in preindustrial humans,https://www.researchgate.net/profile/Virpi_Lummaa/publication/11367151_Sons_Reduced_Maternal_Longevity_in_Preindustrial_Humans/links/546086a70cf295b5616204b8/Sons-Reduced-Maternal-Longevity-in-Preindustrial-Humans.pdf
"Luo, Liying",https://sociology.la.psu.edu/people/lzl65,"Mathematical, statistical, digital demography, population projection",The Age-Period-Cohort-Interaction Model for Describing and Investigating Inter-cohort Deviations and Intra-cohort Life-course Dynamics,https://journals.sagepub.com/doi/10.1177/0049124119882451,"The Sensitivity of the Intrinsic Estimator to Coding Schemes: A Comment on Yang, Schulhofer-Wohl, Fu, and Land",https://www.journals.uchicago.edu/doi/abs/10.1086/689830?mobileUi=0
"Machado, Carla",https://scholar.google.ca/citations?user=MWDlWwUAAAAJ&hl=en&oi=sra,"Mortality, health, aging, biodemography","Maternal, neonatal and community factors neonatal mortality In Brazil",https://pubmed.ncbi.nlm.nih.gov/15768774/,"Early Infant Morbidity in the City of Sao Paulo, Brazil",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC270079/
"MacQuarrie, Kerry","https://csde.washington.edu/students/macquarrie-kerry/#:~:text=As%20of%202012%2C%20Kerry%20MacQuarrie,health%20in%20low%2Dincome%20countries.",Fertility,Sexual and Reproductive Health in Early and Later Adolescence: DHS Data on Youth Age 10-19,https://dhsprogram.com/publications/publication-cr45-comparative-reports.cfm,"Whose Fertility Preferences Matter? Women, Husbands, In-laws, and Abortion in Madhya Pradesh, India",https://ideas.repec.org/a/kap/poprpr/v34y2015i4p615-639.html
"Madhavan, Sangeetha",https://aasd.umd.edu/facultyprofile/madhavan/sangeetha,"Family, social demography",'Absent breadwinners': Father-child connections and paternal support in rural South Africa,https://doi.org/10.1080/03057070802259902,The social context of children's nutritional status in rural South Africa,https://doi.org/10.1080/14034950701355700
"Mahmud, Ayesha",https://ayeshamahmud.github.io/,"Migration, environment, economic demography","Comparative dynamics, seasonality in transmission, and predictability of childhood infections in Mexico",https://www.cambridge.org/core/journals/epidemiology-and-infection/article/comparative-dynamics-seasonality-in-transmission-and-predictability-of-childhood-infections-in-mexico/D42E1AE52EAEAED56EFD55EFE7A8D2A6,Drivers of measles mortality: the historic fatality burden of famine in Bangladesh,https://www.cambridge.org/core/journals/epidemiology-and-infection/article/drivers-of-measles-mortality-the-historic-fatality-burden-of-famine-in-bangladesh/3DED1784C1B25607693B2C6B29C6D090
"Manning, Wendy",https://www.bgsu.edu/arts-and-sciences/sociology/people/wendy-d-manning.html,"Family, social demography","Adolescent well‐being in cohabiting, married, and single‐parent families",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2003.00876.x,Measuring and modeling cohabitation: New perspectives from qualitative data,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2005.00189.x
"Maralani, Vida",https://sociology.cornell.edu/vida-maralani,"Family, social demography",The Changing Relationship between Family Size and Educational Attainment over the Course of Socioeconomic Development: Evidence from Indonesia,https://link.springer.com/article/10.1353/dem.0.0013,From GED to College: Age Trajectories of Nontraditional Educational Paths,https://journals.sagepub.com/doi/abs/10.3102/0002831211405836
"Margolis, Rachel",https://www.rachelmargolis.net/,"Family, social demography",A global perspective on happiness and fertility,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1728-4457.2011.00389.x,The Changing Demography of Grandparenthood,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12286
"Marquez-Velarde, Guadalupe",https://sociology.usu.edu/people/directory/guadalupe-marquez-velarde,"Mortality, health, aging, biodemography",Mental health disparities among low-income US Hispanic residents of a US-Mexico border colonia,https://doi.org/10.1007/s40615-015-0091-1,Racial stratification in self-rated health among Black Mexicans and White Mexicans,https://doi.org/10.1016/j.ssmph.2019.100509
"Marston, Milly",https://www.lshtm.ac.uk/aboutus/people/marston.milly,"Mortality, health, aging, biodemography",The relationship between HIV and fertility in the era of antiretroviral therapy in sub-Saharan Africa: evidence from 49 Demographic and Health Surveys,https://pubmed.ncbi.nlm.nih.gov/28986949/,Net survival of perinatally and postnatally HIV-infected children: a pooled analysis of individual data from sub-Saharan Africa,https://pubmed.ncbi.nlm.nih.gov/21247884/
"Marteleto, Leticia",https://liberalarts.utexas.edu/prc/directory/faculty/ljm86,"Family, social demography",Live Births and Fertility Amid the Zika Epidemic in Brazil,https://link.springer.com/content/pdf/10.1007/s13524-020-00871-x.pdf,Women’s reproductive intentions and behaviors during the Zika epidemic in Brazil,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6663086/
"Martin, Melanie",https://anthropology.washington.edu/people/melanie-martin,"Mortality, health, aging, biodemography",Differences in Tsimane children’s growth outcomes and associated determinants as estimated by WHO standards vs. within population references,https://anthropology.washington.edu/research/publications/tsimane-vs-who-growth-references,Infant gut microbiota: developmental influences and health outcomes,https://link.springer.com/chapter/10.1007/978-1-4614-4060-4_11
"Martin, Molly",https://sociology.la.psu.edu/people/mam68,"Family, social demography",Is Socioeconomic Incorporation Associated with a Healthier Diet? Dietary Patterns among Mexican-American Children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4689621/,Family Structure and the Intergenerational Transmission of Educational Advantage,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3568959/
"Masferrer, Claudia",https://www.mcgill.ca/sociology/contact-us/faculty/claudia-masferrer,"Migration, environment, economic demography",Does Family Matter for Recent Immigrants’ Life Satisfaction,https://www.sciencedirect.com/science/article/abs/pii/S1040260816300193,Going Back Home? Changing Demography and Geography of Mexican Return Migration,https://link.springer.com/article/10.1007/s11113-012-9243-8
"Maslovskaya, Olga",https://www.southampton.ac.uk/socsci/about/staff/om1.page,"Mathematical, statistical, digital demography, population projection",Do interviewers moderate the effect of monetary incentives on response rates in household interview surveys? ,https://eprints.soton.ac.uk/cgi/eprintbypureuuid?uuid=d8045960-47d8-49df-af8c-3cac620cdae6,What are the characteristics of respondents using different devices in mixed-device online surveys? Evidence from six UK surveys. ,https://eprints.soton.ac.uk/cgi/eprintbypureuuid?uuid=e1c17913-3270-4e1b-9b95-eb33fcd4c80e
"Matysiak, Anna",http://www.annamatysiak.com/,Fertility,Fertility and women's employment: A meta-analysis,https://www.jstor.org/stable/40271645?seq=1#metadata_info_tab_contents,Country-specific conditions for work and family reconciliation: An attempt at quantification ,https://link.springer.com/article/10.1007%2Fs10680-015-9366-9
"McGrath, Nuala",http://www.cpc.ac.uk/about_us/the_team/670/Nuala_McGrath#staff,"Mortality, health, aging, biodemography","Universal test and treat and the HIV epidemic in rural South Africa: A phase 4, open-label, community cluster randomised trial",https://eprints.soton.ac.uk/415678/,Alcohol use and relationship quality among South African couples,https://www.tandfonline.com/doi/full/10.1080/10826084.2018.1531428
"Melegaro, Alessia",http://didattica.unibocconi.eu/docenti/cv.php?rif=92665,"Mortality, health, aging, biodemography",What types of contacts are important for the spread of infections? Using contact survey data to explore European mixing patterns,https://www.sciencedirect.com/science/article/pii/S1755436511000247,The current burden of pneumococcal disease in England and Wales,https://www.sciencedirect.com/science/article/abs/pii/S0163445305000381
"Mencarini, Letizia",https://letiziamencarini.com/,"Family, social demography",Life Satisfaction Favors Reproduction. The Universal Positive Effect of Life Satisfaction on Childbearing in Contemporary Low Fertility Countries,https://doi.org/10.1371/journal.pone.0206202,Employed Women and Marital Union Stability: It Helps When Men Help,https://doi.org/10.1177/0192513X17710283
"Menken, Jane",https://en.wikipedia.org/wiki/Jane_Menken,"Mathematical, statistical, digital demography, population projection",On Becoming a Mathematical Demographer—And the Career in Problem-Focused Inquiry that Followed,https://www.annualreviews.org/doi/pdf/10.1146/annurev-soc-073117-041059,Age and infertility,https://science.sciencemag.org/content/233/4771/1389.abstract
"Mercer, Laina",https://csde.washington.edu/students/mercer-laina/,"Mathematical, statistical, digital demography, population projection",Space-Time Smoothing of Complex Survey Data: Small Area Estimation for Child Mortality,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4959836/,A comparison of spatial smoothing methods for small area estimation with sampling weights,https://www.sciencedirect.com/science/article/abs/pii/S2211675313000717
"Merli, M. Giovanna",https://globalhealth.duke.edu/people/merli-maria-giovanna,Fertility,Are births underreported in rural China? Manipulation of statistical records in response to China’s population policies,https://link.springer.com/article/10.2307/2648100,Has the Chinese family planning policy been successful in changing fertility preferences?,https://link.springer.com/article/10.1353/dem.2002.0029
"Meslé, France",https://www.ined.fr/en/research/researchers/Mesl%C3%A9+France,"Mortality, health, aging, biodemography",Diverging Trends in Female Old-Age Mortality: The United States and the Netherlands versus France and Japan,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1728-4457.2006.00108.x,Reconstructing Long-Term Series of Causes of Death,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6241024/
"Metcalf, C. Jessica",https://metcalflab.princeton.edu/people/metcalf-c-jessica/,"Migration, environment, economic demography",Why evolutionary biologists should be demographers,https://www.sciencedirect.com/science/article/abs/pii/S0169534706003806,Seasonality and comparative dynamics of six childhood infections in pre-vaccination Copenhagen,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2009.1058
"Meyer,  Traute",http://www.cpc.ac.uk/about_us/the_team/36/Traute_Meyer#staff,"Migration, environment, economic demography",Divided citizenship: how retirement in the host country affects the financial status of intra-European Union migrants,https://www.cambridge.org/core/journals/ageing-and-society/article/divided-citizenship-how-retirement-in-the-host-country-affects-the-financial-status-of-intraeuropean-union-migrants/CA087B15FC9DA360696FDA4D6A72060E,Expense turns to investment: How the welfare state supports EU migrants' economic achievements,http://www.cpc.ac.uk/docs/BP34_Expense_turns_to_investment.pdf
"Mikolai, Julia",https://scholar.google.co.uk/citations?user=GhqmkD8AAAAJ&hl=en,"Family, social demography","Divorce, Separation, and Housing Changes: A Multiprocess Analysis of Longitudinal Data from England and Wales",https://link.springer.com/article/10.1007/s13524-017-0640-9,Short-and long-term effects of divorce and separation on housing tenure in England and Wales,https://www.tandfonline.com/doi/full/10.1080/00324728.2017.1391955
"Milkie, Melissa",https://melissamilkie.com/,"Family, social demography",Playing all the roles: Gender and the work-family balancing act,https://www.jstor.org/stable/353763?seq=1#metadata_info_tab_contents,The time squeeze: Parental statuses and feelings about time with children,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0022-2445.2004.00050.x
"Mills, Melinda",https://www.sociology.ox.ac.uk/academic-staff/melinda-mills.html,"Family, social demography",Why do people postpone parenthood? Reasons and social policy incentives,https://academic.oup.com/humupd/article/17/6/848/871500,"Globalization, uncertainty and the early life course",https://link.springer.com/article/10.1007/s11618-003-0023-4
"Miranda‐Ribeiro, Paula",http://somos.ufmg.br/professor/paula-de-miranda-ribeiro,Fertility,Fertility Differentials by Education in Brazil: From the Conclusion of Fertility to the Onset of Postponement Transition,https://onlinelibrary.wiley.com/doi/10.1111/padr.12165,First conjugal union and religion: Signs contrary to the Second Demographic Transition in Brazil?,https://www.demographic-research.org/volumes/vol33/34/
"Montez, Jennifer Karas",https://jennkarasmontez.com/,"Mortality, health, aging, biodemography","Trends in the educational gradient of US adult mortality from 1986 through 2006 by race, gender, and age group",https://journals.sagepub.com/doi/abs/10.1177/0164027510392388,Educational attainment and adult mortality in the United States: A systematic analysis of functional form,https://link.springer.com/content/pdf/10.1007/s13524-011-0082-8.pdf
"Monnat, Shannon","https://www.maxwell.syr.edu/soc/cpr/Monnat,_Shannon/","Mortality, health, aging, biodemography",Trends in U.S. Working-Age non-Hispanic White Mortality: Rural-Urban and Within-Rural Differences,https://link.springer.com/article/10.1007/s11113-020-09607-6,Using Census Data to Understand County-Level Differences in Overall Drug Mortality and Opioid-Related Mortality by Opioid Type,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2019.305136
"Moore, Ann",https://www.guttmacher.org/about/staff/ann-m-moore,Fertility,Male reproductive control of women who have experienced intimate partner violence in the United States,https://doi.org/10.1016/j.socscimed.2010.02.009,"The incidence of abortion and unintended pregnancy in India, 2015",https://pubmed.ncbi.nlm.nih.gov/29241602/
"Mota de Siqueira, Juliana",https://www.escavador.com/sobre/413382/juliana-mota-de-siqueira,"Migration, environment, economic demography",Rumbos (des)encaminados hacia una Frontera Demografica: repensando las contribuciones de la demografia a los estudios de frontera,https://repositorio.cepal.org/handle/11362/38514,The Middle and Lower Xingu: the response to the crystallization of different temporalities in the production of regional space,https://rbeur.anpur.org.br/rbeur/article/view/5206
"Mueller, Valerie",https://spgs.asu.edu/content/valerie-mueller,"Migration, environment, economic demography",Heat stress increases long-term human migration in rural Pakistan,https://www.nature.com/articles/nclimate2103/,Temporary migration and climate variation in eastern Africa,https://doi.org/10.1016/j.worlddev.2019.104704
"Mulder, Clara",https://www.rug.nl/staff/c.h.mulder/research,"Migration, environment, economic demography",The family context and residential choice: A challenge for new research,10.1002/psp.456,"Putting family centre stage: Ties to nonresident family, internal migration, and immobility",10.4054/DemRes.2018.39.43
"Murinko, Livia",https://www.demografia.hu/en/staff-murinko-livia,"Family, social demography",Men's Fertility in Second Unions in Three European Countries: The Effect of Parenthood Status,https://journal.fi/fypr/article/view/51497,Housing consequences of divorce and separation in a 'super home ownership' regime: The case of Hungary,https://www.jstor.org/stable/26727023?seq=1#metadata_info_tab_contents
"Musick, Kelly",https://www.human.cornell.edu/people/kam386,"Family, social demography",Reexamining the case for marriage: Union formation and changes in well‐being,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2011.00873.x,Planned and unplanned childbearing among unmarried women,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2002.00915.x
"Mussino, Eleonora",https://www.su.se/english/profiles/emuss-1.189704,"Migration, environment, economic demography",The fertility of immigrants after arrival: The Italian case,10.4054/DemRes.2012.26.4,Use it or save it? Migration background and parental leave uptake in Sweden,https://doi.org/10.1007/s10680-015-9365-x
"Muszynska-Spielauer, Magdalena",https://www.wittgensteincentre.org/en/staff/member/muszynska-spielauer.htm,"Mortality, health, aging, biodemography",Using multiple cause of death information to eliminate garbage codes,https://www.demographic-research.org/volumes/vol45/11/default.htm,"Sex differences in alcohol attributable mortality in Poland, 2002-2018",https://pubmed.ncbi.nlm.nih.gov/34696561/
"Muttarak, Raya",http://www.wittgensteincentre.org/en/staff/member/muttarak.htm,"Migration, environment, economic demography",Is Education a Key to Reducing Vulnerability to Natural Disasters and hence Unavoidable Climate Change?,https://www.jstor.org/stable/26269470?seq=1#metadata_info_tab_contents,"Climate change and seasonal floods: potential long-term nutritional consequences for children in Kerala, India",https://gh.bmj.com/content/4/2/e001215.abstract
"Neal, Sarah",https://www.southampton.ac.uk/socsci/about/staff/sn1c09.page,Fertility,Adolescent sexual and reproductive health in sub-Saharan Africa: who is left behind? ,https://eprints.soton.ac.uk/cgi/eprintbypureuuid?uuid=ed491754-74a8-4252-aaf8-bc0469b5ac8f,The impact of young maternal age at birth on neonatal mortality: Evidence from 45 low and middle income countries. ,https://eprints.soton.ac.uk/cgi/eprintbypureuuid?uuid=70ab007c-9a43-4664-98da-9f2d57204db6
"Negraia, Daniela",https://danielanegraia.weebly.com/publications.html,"Family, social demography",Unpacking the Parenting Well-Being Gap: The Role of Dynamic Features of Daily Life across Broader Social Contexts,https://journals.sagepub.com/doi/10.1177/0190272520902453,"Gender Disparities in Parenting Time Across Activities, Child Ages, and Educational Groups",https://journals.sagepub.com/doi/10.1177/0192513X18770232
"Nepomuceno, Marília",https://www.demogr.mpg.de/en/about_us_6113/staff_directory_1899/marilia_r_nepomuceno_2921,"Mortality, health, aging, biodemography","Besides population age-structure, health and other demographic factors can contribute to understanding the COVID-19 burden",https://dx.doi.org/10.1073/pnas.2008760117,A cohort survival comparison of Central and Eastern European and high-longevity countries,https://www.cairn.info/revue-population-2019-3-page-299.htm?ref=doi
"Neyer, Gerda",https://www.su.se/profiles/gneye-1.186882,"Family, social demography",Consequences of family policies on childbearing behavior: Effects or artifacts?,https://doi.org/10.1111/j.1728-4457.2008.00246.x,Gender equality and fertility: Which equality matters?,10.1007/s10680-013-9292-7
"Ni Bhrolchain, Maire",https://www.researchgate.net/profile/Maire_Ni_Bhrolchain,Fertility,Tempo and the TFR,https://link.springer.com/article/10.1007/s13524-011-0033-4,On causation in demography: Issues and illustrations,https://www.jstor.org/stable/25434583?seq=1#metadata_info_tab_contents
"Nobles, Jenna",https://cde.wisc.edu/staff/nobles-jenna/,"Family, social demography","Parenting from abroad: Migration, nonresident father involvement, and children's education in Mexico",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2011.00842.x,The effects of mortality on fertility: population dynamics after a natural disaster,https://link.springer.com/content/pdf/10.1007/s13524-014-0362-1.pdf
"Nomaguchi, Kei",https://www.bgsu.edu/arts-and-sciences/sociology/people/kei-m-nomaguchi.html,"Family, social demography",Costs and rewards of children: The effects of becoming a parent on adults' lives,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2003.00356.x,"Exercise time: Gender differences in the effects of marriage, parenthood, and employment",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2004.00029.x
"Nurse, Sarah",https://www.southampton.ac.uk/socsci/about/staff/sln1f18.page,"Migration, environment, economic demography",Research project: Bayesian Agent-Based Population Studies (BAPS): Transforming Simulation Models of Human Migration,https://www.southampton.ac.uk/demography/research/projects/bayesian-agent-based-population-studies.page,,
"Oksuzyan, Anna",https://www.demogr.mpg.de/en/about_us_6113/staff_directory_1899/anna_oksuzyan_1135/,"Mortality, health, aging, biodemography",Men: good health and high mortality. Sex differences in health and aging,https://pubmed.ncbi.nlm.nih.gov/18431075/,Is the story about sensitive women and stoical men true? Gender differences in health after adjustment for reporting behavior,https://www.sciencedirect.com/science/article/pii/S0277953619301388
"Ortensi, Livia Elisa",https://www.unibo.it/sitoweb/livia.ortensi/en,"Migration, environment, economic demography",Welfare and social protection: What is the link with secondary migration? Evidence from the 2014_crisis hit Italian region of Lombardy,https://onlinelibrary.wiley.com/doi/full/10.1002/psp.2469,Engendering the fertility/migration nexus: The role of women's migratory patterns in the analysis of fertility after migration,https://www.demographic-research.org/volumes/vol32/53/default.htm
"Ouellette, Nadine",https://demo.umontreal.ca/repertoire-departement/professeurs/professeur/in/in29461/sg/Nadine%20Ouellette/,"Mortality, health, aging, biodemography",Period-Based Mortality Change: Turning Points in Trends since 1950,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4091993/,Changes in the age-at-death distribution in four low mortality countries: A nonparametric approach,https://www.demographic-research.org/volumes/vol25/19/25-19.pdf
"Panico, Lidia",https://sites.google.com/site/lidiapanico00,"Family, social demography",The Impact of Center-Based Childcare Attendance on Early Child Development:Evidence from the French Elfe Cohort,doi.org/10.1215/00703370-8977274,"Many Kinds of Poverty: Three Dimensions of Economic Hardship, Their Combinations, and Children's Behavior Problems",doi.org/10.1007/s13524-019-00833-y
"Patterson, Evelyn",https://law.vanderbilt.edu/bio/evelyn-patterson,"Family, social demography","Incarcerating death: Mortality in US state correctional facilities, 1985–1998",https://link.springer.com/article/10.1353/dem.0.0123,Estimating mean length of stay in prison: methods and applications,https://link.springer.com/content/pdf/10.1007/s10940-007-9037-z.pdf
"Patterson, Sarah",https://www.psc.isr.umich.edu/people/profile/1522/Sarah_Patterson,"Family, social demography",The Demography of Multigenerational Caregiving: A Critical Aspect of the Gendered Life Course,https://journals.sagepub.com/doi/full/10.1177/2378023119862737,Educational Attainment Differences in Attitudes toward Provisions of IADL Care for Older Adults in the US,https://www.tandfonline.com/doi/abs/10.1080/08959420.2020.1722898
